N° DE EXP.,TÍTULO DE EXHIBICIÓN,PAÍS(ES) DE PRODUCCIÓN,DIRECTOR,AÑO ,
A-06073,DÍAS DE GRACIA,MEX-FRA,EVERARDO GOUT,2011,
A-06074,"SEXO, AMOR Y OTRAS PERVERSIONES 2",MEX,FERNANDO SARIÑANA / SALVADOR CARTAS / CHARLIE GORE,2011,
A-06075,EL LENGUAJE DE LOS MACHETES,MEX,KYZZA TERRAZAS,2011,
A-06076,"AZUL, VIENTO DEL NORTE",MEX-POL,GILDA CRUZ REVUELTAS,2006,
A-06077,EL MURAL DE SIQUEIROS,MEX-ARG,HÉCTOR OLIVERA,2010,
A-06078,LA LEYENDA DEL TESORO,MEX,HUGO RODRÍGUEZ,2011,
A-06079,ÁNGEL CAÍDO,MEX,ARTURO ANAYA TREVIÑO,2011,
A-06080,AMAR NO ES QUERER,MEX,GUILLERMO BARBA,2011,
A-06081,LAS RAZONES DEL CORAZÓN,MEX-ESP,ARTURO RIPSTEIN,2011,
A-06082,ESPERANDO A LOS BITLES,MEX,DIEGO GRAUE / RAYMUNDO MARMOLEJO,2011,
A-06083,LA BESTIA,MEX-EUA-GUA-EL SALVADOR,PEDRO ULTRERAS,2010,
A-06084,MAL DE TIERRA,MEX,ALEJANDRA MÁRQUEZ ABELLA,2011,
A-06085,LA CÁMARA CASASOLA,MEX,CARLOS RODRIGO MONTES DE OCA ROJO,2010,
A-06086,PRÍNCIPE AZTECA,MEX,A. FERNÁNDEZ,2011,
A-06087,MÉXICO BÁRBARO 2010,MEX,LUIS RINCÓN ,2010,
A-06088,JOSÉ CRUZ A 10 METROS DEL INFIERNO,MEX,LEOBARDO JACOB LECHUGA,2010,
A-06089,ADIÓS MUNDO CRUEL,MEX,JACK ZAGHA KABABIE,2010,
A-06090,NO LE TEMAS A LA OSCURIDAD,MEX-EUA-AUS,TROY NIXEY,2010,
A-06091,"TEQUILA, HISTORIA DE UNA PASIÓN",MEX,SERGIO SÁNCHEZ SUÁREZ,2010,
A-06092,VIENTO EN CONTRA,MEX,WALTER DOHENER,2010,
A-06093,DON GATO Y SU PANDILLA,MEX-ARG,ALBERTO MAR ,2011,
A-06094,REGIOCOLOMBIA,MEX,ANA BÁRCENAS,2010,
A-06095,EL PLIEGUE,MEX,DIEGO MORENO / ANA BANAVIDES,2011,
A-06096,OLIENDO A PERRO,MEX,ALEXANDRO ALDRETE,2011,
A-06097,EL HOMBRE QUE VIVIÓ EN UN ZAPATO,MEX,GABRIELLA GÓMEZ-MONT,2011,
A-06098,LECCIONES PARA UNA GUERRA,MEX,JUAN MANUEL SEPÚLVEDA,2011,
A-06099,RÍOS DE HOMBRES,MEX-BOL,TIN DIRDAMAL,2011,
A-06100,SILVESTRE PANTALEÓN,MEX,ROBERTO OLIVARES RUIZ / JONATHAN D. AMITH ,2011,
A-06101,AMOR DEL REGIO,MEX,"CÉSAR COSSÍO, ENRIQUE OKUSONO, PAMELA PULIDO, ENRIQUE LÓPEZ OROPEZA, HERNÁN ROCHA, ANTONIO C. GAEHD, ALFREDO SÁNCHEZ MEJORADA HERRERA, DANIEL CANTÚ, ÓSCAR RODRÍGUEZ GÓRRIZ, PABLO EDUARDO SUESS PRUNEDA y MANOLO RODRÍGUEZ LEAL",2011,
A-06102,BACALAR,MEX,PATRICIA ARRIAGA JORDÁN,2011,
A-06103,"NOS VEMOS, PAPÁ",MEX,LUCÍA CARRERAS,2011,
A-06104,EL SUEÑO DE LÚ,MEX,HARI SAMA,2011,
A-06105,CANÍCULA,MEX,JOSÉ ÁLVAREZ,2011,
A-06106,EL GRAN MILAGRO,MEX,BRUCE MORRIS,2011,
A-06107,LA REVOLUCIÓN DE JUAN ESCOPETA,MEX,JORGE ESTRADA,2010,
A-06108,REVOLUCIÓN,MEX,MARIANA CHENILLO / FERNANDO EIMBCKE / AMAT ESCALANTE /GAEL GARCÍA / RODRIGO GARCÍA / DIEGO LUNA / GERARDO NARANJO / RODRIGO PLÁ / CARLOS REYGADAS / PATRICIA RIGGEN ,2010,
A-06109,PASTORELA,MEX,EMILIO PORTES,2011,
A-06110,18 CIGARRILLOS Y MEDIO,MEX-PAR-ESP,MARCELO TOLCES,2009,
A-06111,LA MALETA MEXICANA,MEX-ESP,TRISHA ZIFF  ,2011,
A-06112,"CARRIÈRE, 250 METROS",MEX,JUAN CARLOS RULFO,2011,
A-06113,MALAVENTURA,MEX,MICHEL LIPKES,2011,
A-06114,MI UNIVERSO EN MINÚSCULAS,MEX,HATUEY VIVEROS,2011,
A-06115,ALUCARDOS: RETRATO DE UN VAMPIRO,MEX,ULISES GUZMÁN ,2011,
A-06116,ÁNIMA,MEX,ANTÓN TERNI,2011,
A-06117,SIN RETORNO,MEX,GUILLERMO IVÁN,2009,
A-06118,LA CEBRA,MEX,JOSÉ FERNANDO JAVIER LEÓN RODRÍGUEZ,2011,
A-06119,LOS OJOS AZULES,MEX,EVA ARIDJIS,2011,
A-06120,AQUEL CUYO ROSTRO NO IRRADIE LUZ,MEX-CAN,ANDREA BUSSMANN,2011,
A-06121,LA ÚLTIMA MUERTE,MEX,DAVID RUIZ LETXE,2011,
A-06122,EL CIELO EN TU MIRADA,MEX-COL,PITIPOL YBARRA,2011,
A-06123,¡DE PANZAZO!,MEX,JUAN CARLOS RULFO / CARLOS LORET DE MOLA ,2011,
A-06124,RÍO DE ORO,MEX-EUA,PABLO ALDRETE,2010,
A-06125,ELLA Y EL CANDIDATO,MEX,ROBERTO GIRAULT,2011,
A-06126,LOS ÚLTIMOS CRISTEROS,MEX-HOL,MATÍAS MEYER,2011,
A-06127,CHALÁN,MEX,JORGE MICHEL GRAU,2012,
A-06128,FECHA DE CADUCIDAD,MEX,KENYA MÁRQUEZ,2011,
A-06129,SANGRE DE FAMILIA,MEX,EDUARDO ROSSOFF,2011,
A-06130,LA DEMORA,MEX-URU,RODRIGO PLÁ,2012,
A-06131,CUATES DE AUSTRALIA,MEX,EVERARDO GONZÁLEZ,2011,
A-06132,CANELA,MEX,JORDI MARISCAL,2011,
A-06133,OCEAN BLUES ,MEX,SALOMÓN ASKENAZI,2011,
A-06134,¿ALGUIEN HA VISTO A LUPITA?,MEX-CHILE-ARG-ALE,GONZALO JUSTINIANO,2011,
A-06135,TODO EL MUNDO TIENE A ALGUIEN MENOS YO,MEX,RAÚL FUENTES,2011,
A-06136,EL FANTÁSTICO MUNDO DE JUAN OROL,MEX,SEBASTIÁN DEL AMO,2011,
A-06137,SOÑANDO CON TULUM: UN TRIBUTO A FEDERICO FELLINI,MEX,TIAHOGA RUGE,2011,
A-06138,LA CAMA,MEX,RAFAEL MONTERO,2011,
A-06139,UN MUNDO SECRETO,MEX,GABRIEL MARIÑO,2012,
A-06140,DIENTE POR DIENTE,MEX,MIGUEL BONILLA,2011,
A-06141,CRISTIADA,MEX,DEAN WRIGHT,2012,
A-06142,MARIACHI GRINGO,MEX-EUA,TOM GUSTAFSON,2011,
A-06143,GATURRO,MEX-ARG-INDIA,GUSTAVO COVA,2010,
A-06144,EL SECRETO DEL MEDALLÓN DE JADE,MEX,RODOLFO GUZMÁN / LEOPOLDO AGUILAR,2012,
A-06145,CASA DE MI PADRE,MEX-EUA,MATT PIEDMONT,2012,
A-06146,LOS ROLLOS PERDIDOS,MEX,GIBRÁN BAZÁN,2012,
A-06147,MEMORIA DE MIS PUTAS TRISTES,MEX-ESP-DIN-EUA,HENNING CARLSEN ,2011,
A-06148,EL ALBERGUE,MEX,ALEJANDRA ISLAS,2012,
A-06149,BUSCANDO A LARISA,MEX,ANDRÉS PARDO PICCONE,2012,
A-06150,VENTANAS AL MAR,MEX,JESÚS MARIO LOZANO,2011,
A-06151,LA NOCHE DE LAS FLORES,MEX,ADRIÁN BURNS,2011,
A-06152,ESPACIO INTERIOR,MEX,KAI PARLANGE,2011,
A-06153,FÉLIX: AUTOFICCIONES DE UN TRAFICANTE,MEX,ADRIANA TRUJILLO,2011,
A-06154,"LOS GINGER NINJAS, RODANDO MÉXICO",MEX,SERGIO MORKIN,2012,
A-06155,FLOR EN OTOMÍ,MEX,LUISA RILEY,2012,
A-06156,NO HAY LUGAR LEJANO,MEX,MICHELLE IBAVEN,2012,
A-06157,PALABRAS MÁGICAS (PARA ROMPER UN ENCANTAMIENTO),MEX-NIC-GUA,MERCEDES MONCADA,2012,
A-06158,¿QUÉ SUEÑAN LAS CABRAS?,MEX,JORGE PRIOR,2011,
A-06159,EL PACIENTE INTERNO,MEX,ALEJANDRO SOLAR LUNA,2012,
A-06160,HECHO EN CHINA,MEX,GABRIEL GUZMÁN,2012,
A-06161,LA LECCIÓN DE PINTURA,MEX-ESP-CHILE,PABLO PERELMAN,2011,
A-06162,LA CASTRACIÓN,MEX,IVÁN LÖWENBERG,2011,
A-06163,FLORERÍA Y EDECANES,MEX,JAIZIEL HERNÁNDEZ MÁYNEZ,2011,
A-06164,REPORTERO,MEX-EUA,BERNARDO RUIZ,2012,
A-06165,INTERIOR / EXTERIOR ,MEX-JAP,MAURICIO NOVELO,2011,
A-06166,MEMORIAS DEL FUTURO,MEX,RODRIGO REYES,2012,
A-06167,TLATELOLCO,MEX-AUS,LOTTE SCHREIBER,2011,
A-06168,CHINAHUAPA,MEX,RICARDO GARFIAS,2011,
A-06169,"COLOSIO, EL ASESINATO",MEX-ESP-FRA-COL,CARLOS BOLADO,2012,
A-06170,TRES ROCAS,MEX,EMILIANO FERNÁNDEZ HURTADO,2011,
A-06171,NO,MEX-CHILE-EUA,PABLO LARRAÍN,2012,
A-06172,UNA CAMA PARA VALENTINA,MEX,INTI ALDASORO,2011,
A-06173,AKIESTAMOS,MEX,ALEJANDRO RAMÍREZ CORONA,2012,
A-06174,TERRAFENI,MEX,PABLO CHAVARRÍA GUTIÉRREZ,2012,
A-06175,EL ÚLTIMO BOLERO,MEX,RAÚL LÓPEZ ECHEVERRÍA,2011,
A-06176,MAR DE FONDO,MEX,RAÚL QUINTANILLA,2012,
A-06177,EL ALCALDE,MEX,EMILIANO ALTUNA / CARLOS F. ROSSINI / DIEGO E. OSORNO,2012,
A-06178,ATROCIOUS: TERROR PARANORMAL,MEX-ESP,FERNANDO BARREDA LUNA,2010,
A-06179,EL INGENIERO,MEX,ALEJANDRO LUBEZKI,2012,
A-06180,MORGANA,MEX,RAMÓN OBÓN,2011,
A-06181,POST TENEBRAS LUX,MEX-FRA-ALE-HOL,CARLOS REYGADAS,2012,
A-06182,DESPUÉS DE LUCÍA,MEX,MICHEL FRANCO,2012,
A-06183,GIMME THE POWER,MEX,OLALLO RUBIO,2012,
A-06184,SUAVE PATRIA,MEX,FRANCISCO JAVIER PADILLA,2012,
A-06185,FOGO,MEX-CAN,YULENE OLAIZOLA,2012,
A-06186,NO QUIERO DORMIR SOLA,MEX,NATALIA BERISTÁIN,2012,
A-06187,LAS LÁGRIMAS,MEX,PABLO DELGADO SÁNCHEZ,2012,
A-06188,FAMILIAS PARTIDAS,MEX,OMAR DE JESÚS HERNÁNDEZ DELGADILLO,2012,
A-06189,LA REVOLUCIÓN DE LOS ALCATRACES,MEX,LUCIANA KAPLAN,2012,
A-06190,INERCIA,MEX,ISABEL MUÑOZ COTA CALLEJAS,2012,
A-06191,VIAJE DE GENERACIÓN,MEX,ALEJANDRO GAMBOA,2012,
A-06192,LA BRÚJULA LA LLEVA EL MUERTO ,MEX,ARTURO GARCÍA PONS,2011,
A-06193,CHIAPAS. EL CORAZÓN DEL CAFÉ,MEX,ALEJANDRO GONZÁLEZ PADILLA,2012,
A-06194,LA VIDA PRECOZ Y BREVE DE SABINA RIVAS,MEX,LUIS MANDOKI,2012,
A-06195,MORELOS,MEX,ANTONIO SERRANO,2012,
A-06196,MITOTE,MEX,EUGENIO POLGOVSKY,2012,
A-06197,PARTES DE UNA FAMILIA ,MEX-HOL,DIEGO GUTIÉRREZ,2012,
A-06198,I HATE LOVE,MEX,HUMBERTO HINOJOSA  ,2012,
A-06199,MAI MORIRE,MEX,ENRIQUE RIVERO,2012,
A-06200,JALMÁ,MEX,FERNANDO DE LA ROSA,2012,
A-06201,CICLO,MEX,ANDREA MARTÍNEZ CROWTHER,2012,
A-06202,MI AMIGA BETY,MEX,DIANA GARAY VIÑAS,2012,
A-06203,SON DUROS LOS DÍAS SIN NADA,MEX,LAURA HERRERO / LAURA SALAS,2012,
A-06204,EL SUEÑO DE SAN JUAN,MEX-POL,JOAQUÍN DEL PASO / JAN PAWEL TRZASKA,2012,
A-06205,7 AÑOS DE MATRIMONIO,MEX,JOEL NÚÑEZ,2012,
A-06206,EL SANTOS VS LA TETONA MENDOZA,MEX,ALEJANDRO LOZANO,2012,
A-06207,DAME TUS OJOS,MEX,JOSÉ LUIS GUTIÉRREZ ARIAS,2012,
A-06208,NAHUALES,MEX,CÉSAR GARCÍA,2012,
A-06209,AHÍ VA EL DIABLO,MEX,ADRIÁN GARCÍA BOGLIANO,2012,
A-06210,LUNA ESCONDIDA,MEX,JOSÉ BOJÓRQUEZ,2012,
A-06211,CARMITA,MEX-ARG-REP.DOM,LAURA AMELIA GUZMÁN / ISRAEL CÁRDENAS,2013,
A-06212,CUMBRES,MEX,GABRIEL NUNCIO,2013,
A-06213,MÚSICA OCULAR,MEX,JOSÉ ANTONIO CORDERO,2012,
A-06214,DIARIO A TRES VOCES,MEX,OTILIA PORTILLO PADUA,2012,
A-06215,MIRADAS MÚLTIPLES,MEX,EMILIO MAILLÉ,2012,
A-06216,CALLE LÓPEZ,MEX,GERARDO BARROSO / LISA TILLINGER,2013,
A-06217,DESPERTAR EL POLVO,MEX,HARI SAMA,2013,
A-06218,EL CUARTO DESNUDO,MEX,NURIA IBÁÑEZ,2012,
A-06219,DON MAMMIE BLUE,MEX,EUGENIA MONTALVÁN COLÓN,2012,
A-06220,"""MADERO A CIEN AÑOS DE UNA TRAICIÓN""",MEX,AURELIO DE LOS REYES (COMPILADOR),2013,
A-06221,ME LATE CHOCOLATE,MEX,JOAQUÍN BISSNER,2013,
A-06222,NOSOTROS LOS NOBLES,MEX,GARY ALAZRAKI,2013,
A-06223,EL SUEÑO DE IVÁN,MEX-ESP-COL,ROBERTO SANTIAGO,2013,
A-06224,LAS PAREDES HABLAN,MEX,ANTONIO ZAVALA KUGLER,2012,
A-06225,LAS SUFRAGISTAS,MEX,ANA CRUZ,2011,
A-06226,HALLEY,MEX,SEBASTIÁN HOFMANN,2012,
A-06227,MARCELO,MEX,OMAR YÑIGO,2012,
A-06228,TÁU,MEX,DANIEL CASTRO ZIMBRÓN,2012,
A-06229,RESTOS,MEX,ALFONSO PINEDA ULLOA,2012,
A-06230,LA PIEDRA AUSENTE,MEX,SANDRA ROZENTAL / JESSE LERNER,2012,
A-06231,ELEVADOR,MEX,ADRIÁN ORTIZ MACIEL,2012,
A-06232,QUEBRANTO,MEX,ROBERTO FIESCO,2012,
A-06233,LA NIÑA,MEX-EUA,DAVID RIKER,2012,
A-06234,REZETA,MEX,LUIS FERNANDO FRÍAS DE LA PARRA,2012,
A-06235,LEVANTAMUERTOS,MEX,MIGUEL NÚÑEZ,2012,
A-06236,HECHO EN MÉXICO,MEX,DUNCAN BRIDGEMAN,2012,
A-06237,INFANCIA CLANDESTINA,MEX,BENJAMÍN ÁVILA,2013,
A-06238,BAJO TORTURA,MEX,CRISTINA JUÁREZ ZEPEDA,2012,
A-06239,NO HAY NADIE ALLÁ AFUERA,MEX,HAROLDO FAJARDO,2012,
A-06240,CIUDADANO BUELNA,MEX,FELIPE CAZALS,2012,
A-06241,TANTA AGUA,MEX-URU-HOL-ALE,ANA GUEVARA / LETICIA JORGE,2013,
A-06242,CINCO DE MAYO: LA BATALLA,MEX,RAFAEL LARA,2013,
A-06243,"TLATELOLCO, VERANO DEL 68",MEX,CARLOS BOLADO,2012,
A-06244,31 DÍAS,MEX,ERIKA GREDIAGA,2012,
A-06245,EL CARTEL DE LOS SAPOS,MEX-COL,CARLOS MORENO,2011,
A-06246,BESOS DE AZÚCAR,MEX,CARLOS CUARÓN,2013,
A-06247,LA JAULA DE ORO,MEX,DIEGO QUEMADA-DIEZ,2013,
A-06248,PANORAMA,MEX,JUAN PATRICIO RIVEROLL,2013,
A-06249,HELI,MEX-FRA-ALE-HOL,AMAT ESCALANTE,2013,
A-06250,LOS MEJORES TEMAS,MEX-CAN-HOL,NICOLÁS PEREDA,2012,
A-06251,ABC NUNCA MÁS,MEX,PEDRO ULTRERAS,2012,
A-06252,BOLA NEGRA-EL MUSICAL DE CIUDAD JUÁREZ,MEX,MARIO BELLATIN / MARCELA RODRÍGUEZ,2012,
A-06253,"PURGATORIO, VIAJE AL CORAZÓN DE LA FRONTERA",MEX-EUA,RODRIGO REYES,2012,
A-06254,MATAR EXTRAÑOS,MEX-DIN,NICOLÁS PEREDA,2013,
A-06255,WORKERS,MEX-ALE,JOSÉ LUIS VALLE GONZÁLEZ,2012,
A-06256,TERCERA LLAMADA,MEX,FRANCISCO FRANCO  ,2012,
A-06257,MEMORIA RECUPERADA,MEX,LUIS LUPONE,2012,
A-06258,JUEGO DE NIÑOS,MEX,MAKINOV,2012,
A-06259,LAS BÚSQUEDAS,MEX,JOSÉ LUIS VALLE ,2013,
A-06260,SOBRE ELLA,MEX,MAURICIO T. VALLE,2012,
A-06261,PRELUDIO,MEX,EDUARDO LUCATERO,2010,
A-06262,ROSARIO,MEX,SHULA ERENBERG  ,2013,
A-06263,LA SIRGA,MEX-COL-FRA,WILLIAM VEGA,2012,
A-06264,CONTRATIEMPO,MEX,RAMIRO MEDINA-FLORES,2011,
A-06265,APASIONADO PANCHO VILLA,MEX,JUAN ANDRÉS BUENO,2010,
A-06266,NARCO CULTURA,MEX,SHAUL SCHWARZ,2012,
A-06267,PENUMBRA,MEX,EDUARDO VILLANUEVA,2013,
A-06268,TAPETUM LUCIDUM,MEX,PABLO CHAVARRÍA GUTIÉRREZ,2013,
A-06269,POTOSÍ,MEX,ALFREDO CASTRUITA,2013,
A-06270,SOMOS MARI PEPA,MEX,SAMUEL ISAMU KISHI LEOPO,2013,
A-06271,LA HUELLA DEL DR. ERNESTO GUEVARA,MEX-ARG-PERÚ-CUBA,JORGE DENTI,2012,
A-06272,CELSO PIÑA. EL REBELDE DEL ACORDEÓN,MEX,ALFREDO MARRÓN SANTANDER,2013,
A-06273,MÁS AMANECERES,MEX,JORGE Y. LEYVA ROBLES,2013,
A-06274,SALAVERNA,MEX,EDIN ALAIN MARTÍNEZ AGUIRRE,2013,
A-06275,NO SÉ SI CORTARME LAS VENAS O DEJÁRMELAS LARGAS,MEX,MANOLO CARO,2013,
A-06276,LINTERNAS DE SANTA MARTHA,MEX,LUIS MANUEL SERRANO DÍAZ,2012,
A-06277,DESEO,MEX,ANTONIO ZAVALA KUGLER,2013,
A-06278,NO SE ACEPTAN DEVOLUCIONES,MEX,EUGENIO DERBEZ,2013,
A-06279,LOS INSÓLITOS PECES GATO,MEX,CLAUDIA SAINTE-LUCE,2012,
A-06280,REGINA,MEX,JAVIER ÁVILA,2012,
A-06281,LOS AÑOS DE FIERRO,MEX,SANTIAGO ESTEINOU,2013,
A-06282,LAS HORAS MUERTAS,MEX-ESP-FRA,AARÓN FERNÁNDEZ,2013,
A-06283,EL NIÑO QUE HUELE A PEZ,MEX-CAN,ANALEINE CAL Y MAYOR,2012,
A-06284,CLUB SÁNDWICH,MEX,FERNANDO EIMBCKE,2013,
A-06285,PARAÍSO  ,MEX,MARIANA CHENILLO  ,2013,
A-06286,LA VIDA DESPUÉS,MEX,DAVID PABLOS,2013,
A-06287,EL HOMBRE DETRÁS DE LA MÁSCARA,MEX,GABRIELA OBREGÓN,2013,
A-06288,"ATEMPA, SUEÑOS A ORILLAS DEL RÍO",MEX,EDSON JAIR CABALLERO TRUJILLO,2013,
A-06289,AZUL INTANGIBLE,MEX,ERÉNDIRA VALLE PADILLA,2012,
A-06290,LEJANÍA,MEX,PABLO TAMEZ SIERRA,2013,
A-06291,"REENCARNACIÓN, UNA HISTORIA DE AMOR",MEX,EDUARDO ROSSOFF,2013,
A-06292,OASIS,MEX-FIN,ALEJANDRO CÁRDENAS,2013,
A-06293,ALLÁ Y EN TONCES,MEX,ÁNGEL FLORES TORRES,2011,
A-06294,A LOS OJOS,MEX,MICHEL FRANCO / VICTORIA FRANCO,2013,
A-06295,GONZÁLEZ,MEX,CHRISTIAN DÍAZ PARDO,2013,
A-06296,MANTO ACUÍFERO,MEX,MICHAEL ROWE,2013,
A-06297,TOCHI (CONEJO),MEX,MISAEL ALVA ALVA,2013,
A-06298,BERING. EQUILIBRIO Y RESISTENCIA,MEX,LOURDES GROBET ,2013,
A-06299,FILOSOFÍA NATURAL DEL AMOR,MEX-COS,SEBASTIÁN HIRIART,2013,
A-06300,VOLANDO BAJO,MEX,BETO GÓMEZ,2013,
A-06301,CAFÉ,MEX,HATUEY VIVEROS,2014,
A-06302,MUERTE EN ARIZONA,MEX-BOL,TIN DIRDAMAL,2014,
A-06303,"BLUEBERRY, LA EXPERIENCIA SECRETA",MEX-FRA-GB,JAN KOUNEN,2004,
A-06304,LUTO,MEX,KATINA MEDINA MORA,2013,
A-06305,ESPECTRO,MEX,ALFONSO PINEDA ULLOA,2013,
A-06306,¿QUÉ LE DIJISTE A DIOS?,MEX,TERESA SUÁREZ,2014,
A-06307,AMOR A PRIMERA VISA,MEX,PITIPOL YBARRA,2013,
A-06308,EL EDIFICIO,MEX,ULISES PUGA,2013,
A-06309,EN DONDE CHOCAN LAS OLAS,MEX,ABRAHÁM MIRANDA,2013,
A-06310,AMANECERES OXIDADOS,MEX,DIEGO COHEN,2010,
A-06311,EL TERCER SENDERO,MEX-EUA,JIMMY COHEN,2013,
A-06312,CÁSESE QUIEN PUEDA,MEX,MARCO POLO CONSTANDSE,2013,
A-06313,LOS FABULOSOS 7 ,MEX,FERNANDO SARIÑANA,2010,
A-06314,EL CRIMEN DEL CÁCARO GUMARO,MEX,EMILIO PORTES,2014,
A-06315,PÁNICO 5 BRAVO,MEX,KUNO BECKER,2013,
A-06316,MI MEJOR REGALO,MEX,JOSÉ GERARDO,2013,
A-06317,MEXICAN GANGSTER: LA LEYENDA DEL CHARRO MISTERIOSO,MEX,JOSÉ MANUEL CRAVIOTO,2013,
A-06318,"GUTEN TAG, RAMÓN",MEX-ALE,JOSÉ RAMÍREZ-SUÁREZ,2013,
A-06319,PARES Y NONES,MEX,GREGORIO CARRILLO VÁZQUEZ,2013,
A-06320,LOS ÁNGELES,MEX-ALE,DAMIAN JOHN HARPER,2014,
A-06321,LOS BAÑISTAS,MEX,MAX ZUNINO ,2014,
A-06322,DETRÁS DEL PODER,MEX,JAVIER COLINAS,2013,
A-06323,TODAS MÍAS,MEX,JOAQUÍN BISSNER,2012,
A-06324,FACHON MODELS,MEX,RAFAEL MONTERO,2014,
A-06325,LA TIRISIA,MEX,JORGE PÉREZ SOLANO,2014,
A-06326,"ALAÍDE FOPPA FALLA, LA SIN VENTURA",MEX-GUA  ,MARÍA DEL CARMEN DE LARA / LEOPOLDO BEST,2014,
A-06327,LAS HORAS CONTIGO,MEX,CATALINA AGUILAR MASTRETTA,2014,
A-06328,CUATRO LUNAS,MEX,SERGIO TOVAR VELARDE,2013,
A-06329,GÜEROS,MEX,ALFONSO RUIZPALACIOS,2014,
A-06330,CÉSAR CHÁVEZ,MEX-EUA,DIEGO LUNA,2013,
A-06331,OBEDIENCIA PERFECTA,MEX,LUIS URQUIZA,2013,
A-06332,¿QUIÉN ES DAYANI CRISTAL?,MEX-EUA-GB,MARC SILVER,2013,
A-06333,SEGUIR VIVIENDO,MEX,ALEJANDRA SÁNCHEZ  ,2014,
A-06334,"EL OBJETO ANTES LLAMADO DISCO, LA PELÍCULA",MEX-ARG-CHILE-EUA,GREGORY W. ALLEN,2013,
A-06335,12 SEGUNDOS,MEX-GUA,KENNETH MÜLLER,2013,
A-06336,ENTRE LO SAGRADO Y LO PROFANO,MEX,PABLO MÁRQUEZ CERVANTES,2014,
A-06337,LA FABULOSA Y PATÉTICA HISTORIA DE UN MONTAJE LLAMADO I LOVE ROMEO Y JULIETA,MEX,MANOLO CARO / RODRIGO MENDOZA,2013,
A-06338,CARA A CARA,MEX-POR,MARGARIDA LEITÃO,2013,
A-06339,ENTRE DOS MUNDOS: LA HISTORIA DE GONZALO GUERRERO,MEX-ESP,FERNANDO GONZÁLEZ STIGES,2013,
A-06340,DOMAR EL TIEMPO,MEX,ÁNGEL ESTRADA SOTO,2013,
A-06341,LOS HÁMSTERS,MEX,GILBERTO GONZÁLEZ PENILLA,2013,
A-06342,NAVAJAZO,MEX,RICARDO SILVA,2014,
A-06343,LA MAÑANA NO COMIENZA AQUÍ,MEX,IVÁN ÁVILA DUEÑAS,2014,
A-06344,POLOS,MEX,ALAN COTON,2013,
A-06345,PEYOTE,MEX,OMAR FLORES SARABIA,2013,
A-06346,PRELUDIOS: LAS OTRAS PARTITURAS DE DIOS,MEX,RAFAEL RANGEL,2013,
A-06347,VESTIGIOS DEL PARAÍSO,MEX,ANTONIO HERNÁNDEZ,2012,
A-06348,VIENTO APARTE,MEX,ALENADRO GERBER BICECCI,2013,
A-06349,CAMBIO DE RUTA,MEX,CHRIS HOOL,2014,
A-06350,HUÉRFANOS,MEX,GUITA SCHYFTER,2013,
A-06351,ILUSIÓN NACIONAL,MEX,OLALLO RUBIO,2014,
A-06352,CANON: FIDELIDAD AL LÍMITE,MEX,MAURICIO WALERSTEIN,2014,
A-06353,LA LEYENDA DE LA LLORONA,MEX,ALBERTO CHINO RODRÍGUEZ,2011,
A-06354,1 PARA 1,MEX-ESP,CAROLINA RIVAS / DAOUD SARHANDI,2013,
A-06355,MÁS NEGRO QUE LA NOCHE,MEX-ESP,HENRY REDWELL,2014,
A-06356,GENERACIÓN SPIELBERG,MEX,GIBRÁN BAZÁN,2014,
A-06357,EN EL ÚLTIMO TRAGO,MEX,JACK ZAGHA KABABIE,2014,
A-06358,ECO DE LA MONTAÑA,MEX,NICOLÁS ECHEVARRÍA,2013,
A-06359,HASTA EL FIN DE LOS DÍAS,MEX,MAURICIO BIDAULT  ,2013,
A-06360,LA DANZA DEL HIPOCAMPO,MEX,GABRIELA DOMÍNGUEZ RUVALCABA,2014,
A-06361,EL RESTO DEL MUNDO,MEX-ESP,PABLO CHAVARRÍA GUTIÉRREZ,2014,
A-06362,DE PURO AIRE,MEX,CARLOS HERNÁNDEZ VÁZQUEZ,2014,
A-06363,EL MUDO,MEX-PERÚ-FRA,DANIEL VEGA VIDAL / DIEGO VEGA VIDAL,2013,
A-06364,CASI TREINTA,MEX,ALEJANDRO SUGICH,2014,
A-06365,AMOR DE MIS AMORES,MEX,MANOLO CARO,2014,
A-06366,ENTRE SOMBRAS,MEX,TONY WAKEFIELD,2013,
A-06367,ANTES DE QUE NOS OLVIDEN,MEX,MATÍAS GUEILBURT,2014,
A-06368,LA FÓRMULA DEL DOCTOR FUNES,MEX,JOSÉ BUIL,2013,
A-06369,RÉCORD MUNDIAL,MEX,EDUARDO LUCATERO,2014,
A-06370,VOLVER: UNA HISTORIA COMO TANTAS,MEX-URU,MICHEL GOLDES,2012,
A-06371,SÚPER NADA,MEX-BRA,RUBENS REWALD / ROSSANA FOGLIA,2012,
A-06372,FAMILIA GANG,MEX,ARMANDO CASAS,2013,
A-06373,LA HORA DE LA SIESTA,MEX,CAROLINA PLATT,2014,
A-06374,H2OMX,MEX,JOSÉ COHEN / LORENZO HAGERMAN,2013,
A-06375,HUICHOLES: LOS ÚLTIMOS GUARDIANES DEL PEYOTE,MEX-ARG,HERNÁN VILCHEZ,2013,
A-06376,CANTINFLAS,MEX-ESP,SEBASTIÁN DEL AMO,2014,
A-06377,LA DICTADURA PERFECTA,MEX,LUIS ESTRADA,2014,
